Source,Target,Type,Kind,Id,Label,timeset,Weight
@denisevesta,1046154062734012418,Directed,Retweets,50,,<[2018-09-29T21:47:43.491Z]>,1
@itsgabsgabx,1046154580441149440,Directed,Tweets,51,,<[2018-09-29T21:47:43.621Z]>,1
1046154580441149440,https://twitter.com/OGloboPolitica/status/1046121185749098496,Directed,Has_link,52,,<[2018-09-29T21:47:43.621Z]>,1
@fridakaldos,1046139773465841664,Directed,Tweets,53,,"<[2018-09-29T21:47:43.622Z, 2018-09-29T21:51:34.409Z, 2018-09-29T21:51:47.091Z]>",1
1046139773465841664,https://twitter.com/OGloboPolitica/status/1046121185749098496,Directed,Has_link,54,,"<[2018-09-29T21:47:43.622Z, 2018-09-29T21:51:34.409Z, 2018-09-29T21:51:47.091Z]>",1
@oglobopolitica,1046121185749098496,Directed,Tweets,55,,"<[2018-09-29T21:47:43.623Z, 2018-09-29T21:47:43.625Z, 2018-09-29T21:47:43.733Z, 2018-09-29T21:47:51.630Z, 2018-09-29T21:47:58.961Z, 2018-09-29T21:48:05.783Z, 2018-09-29T21:48:15.475Z, 2018-09-29T21:48:17.391Z, 2018-09-29T21:48:20.801Z, 2018-09-29T21:48:24.930Z, 2018-09-29T21:48:26.943Z, 2018-09-29T21:48:40.531Z, 2018-09-29T21:48:42.562Z, 2018-09-29T21:48:48.480Z, 2018-09-29T21:49:02.589Z, 2018-09-29T21:49:06.330Z, 2018-09-29T21:49:07.022Z, 2018-09-29T21:49:08.262Z, 2018-09-29T21:49:09.054Z, 2018-09-29T21:49:15.296Z, 2018-09-29T21:49:21.383Z, 2018-09-29T21:49:26.646Z, 2018-09-29T21:49:37.584Z, 2018-09-29T21:49:40.528Z, 2018-09-29T21:49:48.372Z, 2018-09-29T21:49:48.707Z, 2018-09-29T21:49:51.971Z, 2018-09-29T21:49:58.376Z, 2018-09-29T21:49:59.297Z, 2018-09-29T21:50:04.987Z, 2018-09-29T21:50:08.942Z, 2018-09-29T21:50:10.351Z, 2018-09-29T21:50:16.639Z, 2018-09-29T21:50:32.137Z, 2018-09-29T21:50:34.515Z, 2018-09-29T21:50:35.091Z, 2018-09-29T21:50:47.852Z, 2018-09-29T21:50:49.674Z, 2018-09-29T21:50:55.984Z, 2018-09-29T21:50:56.281Z, 2018-09-29T21:50:56.282Z, 2018-09-29T21:50:58.533Z, 2018-09-29T21:50:58.579Z, 2018-09-29T21:50:59.805Z, 2018-09-29T21:51:00.778Z, 2018-09-29T21:51:11.331Z, 2018-09-29T21:51:12.378Z, 2018-09-29T21:51:20.864Z, 2018-09-29T21:51:24.787Z, 2018-09-29T21:51:29.727Z, 2018-09-29T21:51:30.148Z, 2018-09-29T21:51:34.409Z, 2018-09-29T21:51:34.410Z, 2018-09-29T21:51:42.030Z, 2018-09-29T21:51:43.712Z, 2018-09-29T21:51:47.091Z, 2018-09-29T21:52:13.368Z, 2018-09-29T21:52:19.100Z, 2018-09-29T21:52:20.051Z, 2018-09-29T21:52:25.991Z, 2018-09-29T21:52:39.698Z, 2018-09-29T21:52:45.633Z, 2018-09-29T21:52:48.196Z, 2018-09-29T21:52:48.713Z]>",1
1046121185749098496,https://glo.bo/2QhCgWI,Directed,Has_link,56,,"<[2018-09-29T21:47:43.623Z, 2018-09-29T21:47:43.625Z, 2018-09-29T21:47:43.733Z, 2018-09-29T21:47:51.630Z, 2018-09-29T21:47:58.961Z, 2018-09-29T21:48:05.783Z, 2018-09-29T21:48:15.475Z, 2018-09-29T21:48:17.391Z, 2018-09-29T21:48:20.801Z, 2018-09-29T21:48:24.930Z, 2018-09-29T21:48:26.943Z, 2018-09-29T21:48:40.531Z, 2018-09-29T21:48:42.562Z, 2018-09-29T21:48:48.480Z, 2018-09-29T21:49:02.589Z, 2018-09-29T21:49:06.330Z, 2018-09-29T21:49:07.022Z, 2018-09-29T21:49:08.262Z, 2018-09-29T21:49:09.054Z, 2018-09-29T21:49:15.296Z, 2018-09-29T21:49:21.383Z, 2018-09-29T21:49:26.646Z, 2018-09-29T21:49:37.584Z, 2018-09-29T21:49:40.528Z, 2018-09-29T21:49:48.372Z, 2018-09-29T21:49:48.707Z, 2018-09-29T21:49:51.971Z, 2018-09-29T21:49:58.376Z, 2018-09-29T21:49:59.297Z, 2018-09-29T21:50:04.987Z, 2018-09-29T21:50:08.942Z, 2018-09-29T21:50:10.351Z, 2018-09-29T21:50:16.639Z, 2018-09-29T21:50:32.137Z, 2018-09-29T21:50:34.515Z, 2018-09-29T21:50:35.091Z, 2018-09-29T21:50:47.852Z, 2018-09-29T21:50:49.674Z, 2018-09-29T21:50:55.984Z, 2018-09-29T21:50:56.281Z, 2018-09-29T21:50:56.282Z, 2018-09-29T21:50:58.533Z, 2018-09-29T21:50:58.579Z, 2018-09-29T21:50:59.805Z, 2018-09-29T21:51:00.778Z, 2018-09-29T21:51:11.331Z, 2018-09-29T21:51:12.378Z, 2018-09-29T21:51:20.864Z, 2018-09-29T21:51:24.787Z, 2018-09-29T21:51:29.727Z, 2018-09-29T21:51:30.148Z, 2018-09-29T21:51:34.409Z, 2018-09-29T21:51:34.410Z, 2018-09-29T21:51:42.030Z, 2018-09-29T21:51:43.712Z, 2018-09-29T21:51:47.091Z, 2018-09-29T21:52:13.368Z, 2018-09-29T21:52:19.100Z, 2018-09-29T21:52:20.051Z, 2018-09-29T21:52:25.991Z, 2018-09-29T21:52:39.698Z, 2018-09-29T21:52:45.633Z, 2018-09-29T21:52:48.196Z, 2018-09-29T21:52:48.713Z]>",1
1046121185749098496,http://pbs.twimg.com/media/DoSNda-XcAg3XC2.jpg,Directed,Has_media,57,,"<[2018-09-29T21:47:43.623Z, 2018-09-29T21:47:43.625Z, 2018-09-29T21:47:43.733Z, 2018-09-29T21:47:51.630Z, 2018-09-29T21:47:58.961Z, 2018-09-29T21:48:05.783Z, 2018-09-29T21:48:15.475Z, 2018-09-29T21:48:17.391Z, 2018-09-29T21:48:20.801Z, 2018-09-29T21:48:24.930Z, 2018-09-29T21:48:26.943Z, 2018-09-29T21:48:40.531Z, 2018-09-29T21:48:42.562Z, 2018-09-29T21:48:48.480Z, 2018-09-29T21:49:02.589Z, 2018-09-29T21:49:06.330Z, 2018-09-29T21:49:07.022Z, 2018-09-29T21:49:08.262Z, 2018-09-29T21:49:09.054Z, 2018-09-29T21:49:15.296Z, 2018-09-29T21:49:21.383Z, 2018-09-29T21:49:26.646Z, 2018-09-29T21:49:37.584Z, 2018-09-29T21:49:40.528Z, 2018-09-29T21:49:48.372Z, 2018-09-29T21:49:48.707Z, 2018-09-29T21:49:51.971Z, 2018-09-29T21:49:58.376Z, 2018-09-29T21:49:59.297Z, 2018-09-29T21:50:04.987Z, 2018-09-29T21:50:08.942Z, 2018-09-29T21:50:10.351Z, 2018-09-29T21:50:16.639Z, 2018-09-29T21:50:32.137Z, 2018-09-29T21:50:34.515Z, 2018-09-29T21:50:35.091Z, 2018-09-29T21:50:47.852Z, 2018-09-29T21:50:49.674Z, 2018-09-29T21:50:55.984Z, 2018-09-29T21:50:56.281Z, 2018-09-29T21:50:56.282Z, 2018-09-29T21:50:58.533Z, 2018-09-29T21:50:58.579Z, 2018-09-29T21:50:59.805Z, 2018-09-29T21:51:00.778Z, 2018-09-29T21:51:11.331Z, 2018-09-29T21:51:12.378Z, 2018-09-29T21:51:20.864Z, 2018-09-29T21:51:24.787Z, 2018-09-29T21:51:29.727Z, 2018-09-29T21:51:30.148Z, 2018-09-29T21:51:34.409Z, 2018-09-29T21:51:34.410Z, 2018-09-29T21:51:42.030Z, 2018-09-29T21:51:43.712Z, 2018-09-29T21:51:47.091Z, 2018-09-29T21:52:13.368Z, 2018-09-29T21:52:19.100Z, 2018-09-29T21:52:20.051Z, 2018-09-29T21:52:25.991Z, 2018-09-29T21:52:39.698Z, 2018-09-29T21:52:45.633Z, 2018-09-29T21:52:48.196Z, 2018-09-29T21:52:48.713Z]>",1
@fridakaldos,@oglobopolitica,Directed,Quotes_from,58,,"<[2018-09-29T21:47:43.623Z, 2018-09-29T21:51:34.409Z, 2018-09-29T21:51:47.091Z]>",1
@fridakaldos,1046121185749098496,Directed,Quotes,59,,"<[2018-09-29T21:47:43.623Z, 2018-09-29T21:51:34.409Z, 2018-09-29T21:51:47.091Z]>",1
@itsgabsgabx,@fridakaldos,Directed,Retweets_from,60,,<[2018-09-29T21:47:43.622Z]>,1
@itsgabsgabx,1046139773465841664,Directed,Retweets,61,,<[2018-09-29T21:47:43.622Z]>,1
@itsgabsgabx,@oglobopolitica,Directed,Quotes_from,62,,<[2018-09-29T21:47:43.625Z]>,1
@itsgabsgabx,1046121185749098496,Directed,Quotes,63,,<[2018-09-29T21:47:43.625Z]>,1
@crepusculokstew,1046154580361457664,Directed,Tweets,64,,<[2018-09-29T21:47:43.628Z]>,1
@brunobernaska,1046153971654709248,Directed,Tweets,65,,<[2018-09-29T21:47:43.629Z]>,1
@crepusculokstew,@brunobernaska,Directed,Retweets_from,66,,<[2018-09-29T21:47:43.629Z]>,1
@crepusculokstew,1046153971654709248,Directed,Retweets,67,,<[2018-09-29T21:47:43.629Z]>,1
@matheusfarias_,1046154580080431112,Directed,Tweets,68,,<[2018-09-29T21:47:43.633Z]>,1
1046154580080431112,"#elenão",Directed,Has_hashtag,69,,<[2018-09-29T21:47:43.633Z]>,1
@haddad_fernando,1046151543626637313,Directed,Tweets,70,,"<[2018-09-29T21:47:43.634Z, 2018-09-29T21:47:54.155Z, 2018-09-29T21:48:07.883Z, 2018-09-29T21:48:13.178Z, 2018-09-29T21:48:20.279Z, 2018-09-29T21:48:24.227Z, 2018-09-29T21:48:38.613Z, 2018-09-29T21:49:12.376Z, 2018-09-29T21:49:20.736Z, 2018-09-29T21:49:24.644Z, 2018-09-29T21:49:28.950Z, 2018-09-29T21:49:40.102Z, 2018-09-29T21:49:45.511Z, 2018-09-29T21:49:52.578Z, 2018-09-29T21:49:52.688Z, 2018-09-29T21:49:58.170Z, 2018-09-29T21:50:08.803Z, 2018-09-29T21:50:11.814Z, 2018-09-29T21:50:36.154Z, 2018-09-29T21:50:39.531Z, 2018-09-29T21:50:42.779Z, 2018-09-29T21:50:45.049Z, 2018-09-29T21:50:53.478Z, 2018-09-29T21:51:16.860Z, 2018-09-29T21:51:17.745Z, 2018-09-29T21:51:27.682Z, 2018-09-29T21:51:28.496Z, 2018-09-29T21:51:29.247Z, 2018-09-29T21:51:54.851Z, 2018-09-29T21:52:13.827Z, 2018-09-29T21:52:17.088Z, 2018-09-29T21:52:24.503Z, 2018-09-29T21:52:32.414Z, 2018-09-29T21:52:36.513Z, 2018-09-29T21:52:51.127Z]>",1
1046151543626637313,"#elenão",Directed,Has_hashtag,71,,"<[2018-09-29T21:47:43.634Z, 2018-09-29T21:47:54.155Z, 2018-09-29T21:48:07.883Z, 2018-09-29T21:48:13.178Z, 2018-09-29T21:48:20.279Z, 2018-09-29T21:48:24.227Z, 2018-09-29T21:48:38.613Z, 2018-09-29T21:49:12.376Z, 2018-09-29T21:49:20.736Z, 2018-09-29T21:49:24.644Z, 2018-09-29T21:49:28.950Z, 2018-09-29T21:49:40.102Z, 2018-09-29T21:49:45.511Z, 2018-09-29T21:49:52.578Z, 2018-09-29T21:49:52.688Z, 2018-09-29T21:49:58.170Z, 2018-09-29T21:50:08.803Z, 2018-09-29T21:50:11.814Z, 2018-09-29T21:50:36.154Z, 2018-09-29T21:50:39.531Z, 2018-09-29T21:50:42.779Z, 2018-09-29T21:50:45.049Z, 2018-09-29T21:50:53.478Z, 2018-09-29T21:51:16.860Z, 2018-09-29T21:51:17.745Z, 2018-09-29T21:51:27.682Z, 2018-09-29T21:51:28.496Z, 2018-09-29T21:51:29.247Z, 2018-09-29T21:51:54.851Z, 2018-09-29T21:52:13.827Z, 2018-09-29T21:52:17.088Z, 2018-09-29T21:52:24.503Z, 2018-09-29T21:52:32.414Z, 2018-09-29T21:52:36.513Z, 2018-09-29T21:52:51.127Z]>",1
1046151543626637313,"#epelavidadasmulheres",Directed,Has_hashtag,72,,"<[2018-09-29T21:47:43.634Z, 2018-09-29T21:47:54.155Z, 2018-09-29T21:48:07.883Z, 2018-09-29T21:48:13.178Z, 2018-09-29T21:48:20.279Z, 2018-09-29T21:48:24.227Z, 2018-09-29T21:48:38.613Z, 2018-09-29T21:49:12.376Z, 2018-09-29T21:49:20.736Z, 2018-09-29T21:49:24.644Z, 2018-09-29T21:49:28.950Z, 2018-09-29T21:49:40.102Z, 2018-09-29T21:49:45.511Z, 2018-09-29T21:49:52.578Z, 2018-09-29T21:49:52.688Z, 2018-09-29T21:49:58.170Z, 2018-09-29T21:50:08.803Z, 2018-09-29T21:50:11.814Z, 2018-09-29T21:50:36.154Z, 2018-09-29T21:50:39.531Z, 2018-09-29T21:50:42.779Z, 2018-09-29T21:50:45.049Z, 2018-09-29T21:50:53.478Z, 2018-09-29T21:51:16.860Z, 2018-09-29T21:51:17.745Z, 2018-09-29T21:51:27.682Z, 2018-09-29T21:51:28.496Z, 2018-09-29T21:51:29.247Z, 2018-09-29T21:51:54.851Z, 2018-09-29T21:52:13.827Z, 2018-09-29T21:52:17.088Z, 2018-09-29T21:52:24.503Z, 2018-09-29T21:52:32.414Z, 2018-09-29T21:52:36.513Z, 2018-09-29T21:52:51.127Z]>",1
1046151543626637313,http://pbs.twimg.com/media/DoStRqKWkAUzPOF.jpg,Directed,Has_media,73,,"<[2018-09-29T21:47:43.634Z, 2018-09-29T21:47:54.155Z, 2018-09-29T21:48:07.883Z, 2018-09-29T21:48:13.178Z, 2018-09-29T21:48:20.279Z, 2018-09-29T21:48:24.227Z, 2018-09-29T21:48:38.613Z, 2018-09-29T21:49:12.376Z, 2018-09-29T21:49:20.736Z, 2018-09-29T21:49:24.644Z, 2018-09-29T21:49:28.950Z, 2018-09-29T21:49:40.102Z, 2018-09-29T21:49:45.511Z, 2018-09-29T21:49:52.578Z, 2018-09-29T21:49:52.688Z, 2018-09-29T21:49:58.170Z, 2018-09-29T21:50:08.803Z, 2018-09-29T21:50:11.814Z, 2018-09-29T21:50:36.154Z, 2018-09-29T21:50:39.531Z, 2018-09-29T21:50:42.779Z, 2018-09-29T21:50:45.049Z, 2018-09-29T21:50:53.478Z, 2018-09-29T21:51:16.860Z, 2018-09-29T21:51:17.745Z, 2018-09-29T21:51:27.682Z, 2018-09-29T21:51:28.496Z, 2018-09-29T21:51:29.247Z, 2018-09-29T21:51:54.851Z, 2018-09-29T21:52:13.827Z, 2018-09-29T21:52:17.088Z, 2018-09-29T21:52:24.503Z, 2018-09-29T21:52:32.414Z, 2018-09-29T21:52:36.513Z, 2018-09-29T21:52:51.127Z]>",1
@matheusfarias_,@haddad_fernando,Directed,Retweets_from,74,,<[2018-09-29T21:47:43.634Z]>,1
@matheusfarias_,1046151543626637313,Directed,Retweets,75,,<[2018-09-29T21:47:43.634Z]>,1
@rodrigoo_fernan,1046154580550193152,Directed,Tweets,76,,<[2018-09-29T21:47:43.637Z]>,1
@vaniaparecidaa1,1046154580801855489,Directed,Tweets,77,,<[2018-09-29T21:47:43.682Z]>,1
1046154580801855489,http://pbs.twimg.com/media/DoQ2VQkWsAAnbV3.jpg,Directed,Has_media,78,,<[2018-09-29T21:47:43.682Z]>,1
