Source,Target,Type,Kind,Id,Label,timeset,Weight
1044386489231183872,"#vote30",Directed,Has_hashtag,10,,"<[2018-09-25T01:05:16.037Z, 2018-09-25T01:05:59.679Z, 2018-09-25T01:06:14.437Z, 2018-09-25T01:06:45.429Z, 2018-09-25T01:07:08.599Z, 2018-09-25T01:08:09.559Z]>",1
1044386489231183872,http://pbs.twimg.com/ext_tw_video_thumb/1044386403398955009/pu/img/_WxAgnkR9LGMF-KP.jpg,Directed,Has_media,11,,"<[2018-09-25T01:05:16.037Z, 2018-09-25T01:05:59.679Z, 2018-09-25T01:06:14.437Z, 2018-09-25T01:06:45.429Z, 2018-09-25T01:07:08.599Z, 2018-09-25T01:08:09.559Z]>",1
@ericfpaula,@cris_guarini,Directed,Retweets_from,12,,<[2018-09-25T01:05:16.037Z]>,1
@ericfpaula,1044386489231183872,Directed,Retweets,13,,<[2018-09-25T01:05:16.037Z]>,1
@edufritsch,1044392354059341824,Directed,Tweets,14,,<[2018-09-25T01:05:16.076Z]>,1
@edufritsch,@cirogomes,Directed,Quotes_from,15,,<[2018-09-25T01:05:16.078Z]>,1
@edufritsch,1044391150407299072,Directed,Quotes,16,,<[2018-09-25T01:05:16.078Z]>,1
@danielfariabh1,1044392353962889217,Directed,Tweets,17,,<[2018-09-25T01:05:16.168Z]>,1
@navarrete63,1044392355661586432,Directed,Tweets,18,,<[2018-09-25T01:05:16.337Z]>,1
@navarrete63,@cirogomes,Directed,Retweets_from,19,,<[2018-09-25T01:05:16.339Z]>,1
@navarrete63,1044391150407299072,Directed,Retweets,20,,<[2018-09-25T01:05:16.339Z]>,1
@waniaantunes,1044392355695128578,Directed,Tweets,21,,<[2018-09-25T01:05:16.408Z]>,1
@scherr_sam,1044386317117935616,Directed,Tweets,22,,<[2018-09-25T01:05:16.409Z]>,1
1044386317117935616,"#bolsonaro17",Directed,Has_hashtag,23,,<[2018-09-25T01:05:16.409Z]>,1
1044386317117935616,https://twitter.com/geovanemelgaco/status/1043886666807726080,Directed,Has_link,24,,<[2018-09-25T01:05:16.409Z]>,1
@geovanemelgaco,1043886666807726080,Directed,Tweets,25,,"<[2018-09-25T01:05:16.410Z, 2018-09-25T01:05:16.411Z, 2018-09-25T01:06:36.737Z, 2018-09-25T01:07:25.197Z, 2018-09-25T01:10:43.898Z]>",1
1043886666807726080,"#direitaunida",Directed,Has_hashtag,26,,"<[2018-09-25T01:05:16.410Z, 2018-09-25T01:05:16.411Z, 2018-09-25T01:06:36.737Z, 2018-09-25T01:07:25.197Z, 2018-09-25T01:10:43.898Z]>",1
@scherr_sam,@geovanemelgaco,Directed,Quotes_from,27,,<[2018-09-25T01:05:16.410Z]>,1
@scherr_sam,1043886666807726080,Directed,Quotes,28,,<[2018-09-25T01:05:16.410Z]>,1
@waniaantunes,@scherr_sam,Directed,Retweets_from,29,,<[2018-09-25T01:05:16.409Z]>,1
@waniaantunes,1044386317117935616,Directed,Retweets,30,,<[2018-09-25T01:05:16.409Z]>,1
@waniaantunes,@geovanemelgaco,Directed,Quotes_from,31,,<[2018-09-25T01:05:16.411Z]>,1
@waniaantunes,1043886666807726080,Directed,Quotes,32,,<[2018-09-25T01:05:16.411Z]>,1
@sc2edson1,1044392355950931970,Directed,Tweets,33,,<[2018-09-25T01:05:16.490Z]>,1
@edgo12,1044378370530824192,Directed,Tweets,34,,<[2018-09-25T01:05:16.491Z]>,1
@sc2edson1,@edgo12,Directed,Retweets_from,35,,<[2018-09-25T01:05:16.491Z]>,1
@sc2edson1,1044378370530824192,Directed,Retweets,36,,<[2018-09-25T01:05:16.491Z]>,1
@fernanda_cidl,1044392355888091136,Directed,Tweets,37,,"<[2018-09-25T01:05:16.514Z, 2018-09-25T01:06:31.061Z]>",1
@jesielfernande5,1044392075083567104,Directed,Tweets,38,,"<[2018-09-25T01:05:16.515Z, 2018-09-25T01:06:31.061Z, 2018-09-25T01:06:31.064Z]>",1
1044392075083567104,"#elesim",Directed,Has_hashtag,39,,"<[2018-09-25T01:05:16.515Z, 2018-09-25T01:06:31.061Z, 2018-09-25T01:06:31.064Z]>",1
1044392075083567104,http://pbs.twimg.com/media/Dn5tDVcUcAAwIKQ.jpg,Directed,Has_media,40,,"<[2018-09-25T01:05:16.515Z, 2018-09-25T01:06:31.061Z, 2018-09-25T01:06:31.064Z]>",1
@fernanda_cidl,@jesielfernande5,Directed,Quotes_from,41,,"<[2018-09-25T01:05:16.515Z, 2018-09-25T01:06:31.061Z]>",1
@fernanda_cidl,1044392075083567104,Directed,Quotes,42,,"<[2018-09-25T01:05:16.515Z, 2018-09-25T01:06:31.061Z]>",1
@luipoa,1044392357662257152,Directed,Tweets,43,,<[2018-09-25T01:05:16.853Z]>,1
@martha96988541,1044392357599285248,Directed,Tweets,44,,<[2018-09-25T01:05:16.900Z]>,1
@nickcabreu,1044291686669709312,Directed,Tweets,45,,"<[2018-09-25T01:05:16.901Z, 2018-09-25T01:08:58.430Z]>",1
1044291686669709312,@acordouacordou,Directed,Has_mention,46,,<[2018-09-25T01:05:16.901Z]>,1
1044291686669709312,@jairbolsonaro,Directed,Has_mention,47,,<[2018-09-25T01:05:16.901Z]>,1
1044291686669709312,@n_carvalheira,Directed,Has_mention,48,,<[2018-09-25T01:05:16.901Z]>,1
1044291686669709312,@carlapola,Directed,Has_mention,49,,<[2018-09-25T01:05:16.901Z]>,1
1044291686669709312,https://twitter.com/TheGodFather_75/status/1043939744974065664,Directed,Has_link,50,,"<[2018-09-25T01:05:16.901Z, 2018-09-25T01:08:58.430Z]>",1
@thegodfather_75,1043939744974065664,Directed,Tweets,51,,"<[2018-09-25T01:05:16.902Z, 2018-09-25T01:05:16.903Z]>",1
1043939744974065664,"#euquerobolsonaro",Directed,Has_hashtag,52,,"<[2018-09-25T01:05:16.902Z, 2018-09-25T01:05:16.903Z]>",1
1043939744974065664,http://pbs.twimg.com/ext_tw_video_thumb/1043939528317308929/pu/img/0K9ah0X2NxzANcSb.jpg,Directed,Has_media,53,,"<[2018-09-25T01:05:16.902Z, 2018-09-25T01:05:16.903Z]>",1
@nickcabreu,@thegodfather_75,Directed,Quotes_from,54,,<[2018-09-25T01:05:16.902Z]>,1
@nickcabreu,1043939744974065664,Directed,Quotes,55,,<[2018-09-25T01:05:16.902Z]>,1
@martha96988541,@nickcabreu,Directed,Retweets_from,56,,<[2018-09-25T01:05:16.901Z]>,1
@martha96988541,1044291686669709312,Directed,Retweets,57,,<[2018-09-25T01:05:16.901Z]>,1
@martha96988541,@thegodfather_75,Directed,Quotes_from,58,,<[2018-09-25T01:05:16.903Z]>,1
@martha96988541,1043939744974065664,Directed,Quotes,59,,<[2018-09-25T01:05:16.903Z]>,1
@bacana_ef,1044392357674856449,Directed,Tweets,60,,"<[2018-09-25T01:05:16.933Z, 2018-09-25T01:06:33.468Z]>",1
1044392357674856449,"#nossopresidentebolsonaro",Directed,Has_hashtag,61,,"<[2018-09-25T01:05:16.933Z, 2018-09-25T01:06:33.468Z]>",1
1044392357674856449,"#melhorjairseacostumando",Directed,Has_hashtag,62,,"<[2018-09-25T01:05:16.933Z, 2018-09-25T01:06:33.468Z]>",1
1044392357674856449,https://m.facebook.com/story.php?story_fbid=2299175830096772&id=100000131320750,Directed,Has_link,63,,"<[2018-09-25T01:05:16.933Z, 2018-09-25T01:06:33.468Z]>",1
@menino_assis,1044392358111006720,Directed,Tweets,64,,<[2018-09-25T01:05:16.984Z]>,1
1044392358111006720,"#marta",Directed,Has_hashtag,65,,<[2018-09-25T01:05:16.984Z]>,1
@marinasilva,1044358514381127680,Directed,Tweets,66,,"<[2018-09-25T01:05:16.985Z, 2018-09-25T01:06:18.197Z, 2018-09-25T01:09:26.367Z, 2018-09-25T01:10:27.786Z]>",1
1044358514381127680,"#marta",Directed,Has_hashtag,67,,"<[2018-09-25T01:05:16.985Z, 2018-09-25T01:06:18.197Z, 2018-09-25T01:09:26.367Z, 2018-09-25T01:10:27.786Z]>",1
1044358514381127680,http://pbs.twimg.com/media/Dn5OiAeWsAI4bLc.jpg,Directed,Has_media,68,,"<[2018-09-25T01:05:16.985Z, 2018-09-25T01:06:18.197Z, 2018-09-25T01:09:26.367Z, 2018-09-25T01:10:27.786Z]>",1
@menino_assis,@marinasilva,Directed,Retweets_from,69,,<[2018-09-25T01:05:16.985Z]>,1
@menino_assis,1044358514381127680,Directed,Retweets,70,,<[2018-09-25T01:05:16.985Z]>,1
@politicasemcens,1044392358022975493,Directed,Tweets,71,,<[2018-09-25T01:05:17.000Z]>,1
@pelofimdopt2,1044339514326552577,Directed,Tweets,72,,"<[2018-09-25T01:05:17.001Z, 2018-09-25T01:09:13.897Z]>",1
1044339514326552577,http://pbs.twimg.com/ext_tw_video_thumb/1044339080258080768/pu/img/xbql_4EFzBoixdyp.jpg,Directed,Has_media,73,,"<[2018-09-25T01:05:17.001Z, 2018-09-25T01:09:13.897Z]>",1
@politicasemcens,@pelofimdopt2,Directed,Retweets_from,74,,<[2018-09-25T01:05:17.001Z]>,1
@politicasemcens,1044339514326552577,Directed,Retweets,75,,<[2018-09-25T01:05:17.001Z]>,1
@sacavemjr,1044392358656299008,Directed,Tweets,76,,<[2018-09-25T01:05:17.342Z]>,1
@egiovenardi,1044392358970880001,Directed,Tweets,77,,<[2018-09-25T01:05:17.344Z]>,1
@simplesassim101,1044392361009315840,Directed,Tweets,78,,<[2018-09-25T01:05:17.658Z]>,1
1044392361009315840,http://pbs.twimg.com/media/Dn5UVpyWsAAl9fo.jpg,Directed,Has_media,79,,<[2018-09-25T01:05:17.658Z]>,1
@jairbolsonaro,1044364902826160128,Directed,Tweets,80,,"<[2018-09-25T01:05:17.659Z, 2018-09-25T01:05:27.133Z, 2018-09-25T01:05:29.837Z, 2018-09-25T01:05:39.007Z, 2018-09-25T01:06:19.034Z, 2018-09-25T01:06:42.092Z, 2018-09-25T01:06:56.981Z, 2018-09-25T01:07:08.944Z, 2018-09-25T01:07:09.562Z, 2018-09-25T01:07:15.915Z, 2018-09-25T01:07:17.936Z, 2018-09-25T01:07:20.148Z, 2018-09-25T01:07:40.926Z, 2018-09-25T01:08:22.501Z, 2018-09-25T01:08:40.681Z, 2018-09-25T01:08:54.896Z, 2018-09-25T01:09:04.260Z, 2018-09-25T01:09:21.771Z, 2018-09-25T01:09:30.668Z, 2018-09-25T01:09:37.603Z, 2018-09-25T01:09:55.141Z, 2018-09-25T01:09:59.394Z, 2018-09-25T01:10:30.184Z, 2018-09-25T01:10:30.707Z, 2018-09-25T01:11:07.581Z, 2018-09-25T01:11:09.111Z, 2018-09-25T01:11:10.419Z, 2018-09-25T01:11:31.713Z]>",1
1044364902826160128,http://pbs.twimg.com/media/Dn5UVpyWsAAl9fo.jpg,Directed,Has_media,81,,"<[2018-09-25T01:05:17.659Z, 2018-09-25T01:05:27.133Z, 2018-09-25T01:05:29.837Z, 2018-09-25T01:05:39.007Z, 2018-09-25T01:06:19.034Z, 2018-09-25T01:06:42.092Z, 2018-09-25T01:06:56.981Z, 2018-09-25T01:07:08.944Z, 2018-09-25T01:07:09.562Z, 2018-09-25T01:07:15.915Z, 2018-09-25T01:07:17.936Z, 2018-09-25T01:07:20.148Z, 2018-09-25T01:07:40.926Z, 2018-09-25T01:08:22.501Z, 2018-09-25T01:08:40.681Z, 2018-09-25T01:08:54.896Z, 2018-09-25T01:09:04.260Z, 2018-09-25T01:09:21.771Z, 2018-09-25T01:09:30.668Z, 2018-09-25T01:09:37.603Z, 2018-09-25T01:09:55.141Z, 2018-09-25T01:09:59.394Z, 2018-09-25T01:10:30.184Z, 2018-09-25T01:10:30.707Z, 2018-09-25T01:11:07.581Z, 2018-09-25T01:11:09.111Z, 2018-09-25T01:11:10.419Z, 2018-09-25T01:11:31.713Z]>",1
@simplesassim101,@jairbolsonaro,Directed,Retweets_from,82,,<[2018-09-25T01:05:17.659Z]>,1
@simplesassim101,1044364902826160128,Directed,Retweets,83,,<[2018-09-25T01:05:17.659Z]>,1
@samuel__miranda,1044392362477268992,Directed,Tweets,84,,<[2018-09-25T01:05:18.119Z]>,1
@marcoshrdourado,1044392363811119105,Directed,Tweets,85,,<[2018-09-25T01:05:18.345Z]>,1
@wallyssonrg,1044062809582194688,Directed,Tweets,86,,"<[2018-09-25T01:05:18.346Z, 2018-09-25T01:07:19.904Z]>",1
1044062809582194688,"#direitaunida",Directed,Has_hashtag,87,,"<[2018-09-25T01:05:18.346Z, 2018-09-25T01:07:19.904Z]>",1
1044062809582194688,"#bolsonaro17eleitono1ºturno",Directed,Has_hashtag,88,,"<[2018-09-25T01:05:18.346Z, 2018-09-25T01:07:19.904Z]>",1
1044062809582194688,"#nordestecombolsonaro",Directed,Has_hashtag,89,,"<[2018-09-25T01:05:18.346Z, 2018-09-25T01:07:19.904Z]>",1
1044062809582194688,"#elesim",Directed,Has_hashtag,90,,"<[2018-09-25T01:05:18.346Z, 2018-09-25T01:07:19.904Z]>",1
1044062809582194688,http://pbs.twimg.com/ext_tw_video_thumb/1044062702518382592/pu/img/FKXcw_wGe38OEWwP.jpg,Directed,Has_media,91,,"<[2018-09-25T01:05:18.346Z, 2018-09-25T01:07:19.904Z]>",1
@marcoshrdourado,@wallyssonrg,Directed,Retweets_from,92,,<[2018-09-25T01:05:18.346Z]>,1
@marcoshrdourado,1044062809582194688,Directed,Retweets,93,,<[2018-09-25T01:05:18.346Z]>,1
@kennybala,1044392363907600389,Directed,Tweets,94,,<[2018-09-25T01:05:18.382Z]>,1
1044392363907600389,"#joaocom6",Directed,Has_hashtag,95,,<[2018-09-25T01:05:18.382Z]>,1
1044392363907600389,https://twitter.com/dallegraveje/status/1044369048090398725,Directed,Has_link,96,,<[2018-09-25T01:05:18.382Z]>,1
@richardi2202,1044392168213934080,Directed,Tweets,97,,<[2018-09-25T01:05:18.384Z]>,1
1044392168213934080,"#joaocom6",Directed,Has_hashtag,98,,<[2018-09-25T01:05:18.384Z]>,1
1044392168213934080,https://twitter.com/dallegraveje/status/1044369048090398725,Directed,Has_link,99,,<[2018-09-25T01:05:18.384Z]>,1
@dallegraveje,1044369048090398725,Directed,Tweets,100,,"<[2018-09-25T01:05:18.386Z, 2018-09-25T01:05:18.388Z]>",1
1044369048090398725,"#joãocom6",Directed,Has_hashtag,101,,"<[2018-09-25T01:05:18.386Z, 2018-09-25T01:05:18.388Z]>",1
@richardi2202,@dallegraveje,Directed,Quotes_from,102,,<[2018-09-25T01:05:18.386Z]>,1
@richardi2202,1044369048090398725,Directed,Quotes,103,,<[2018-09-25T01:05:18.386Z]>,1
@kennybala,@richardi2202,Directed,Retweets_from,104,,<[2018-09-25T01:05:18.384Z]>,1
@kennybala,1044392168213934080,Directed,Retweets,105,,<[2018-09-25T01:05:18.384Z]>,1
@kennybala,@dallegraveje,Directed,Quotes_from,106,,<[2018-09-25T01:05:18.388Z]>,1
@kennybala,1044369048090398725,Directed,Quotes,107,,<[2018-09-25T01:05:18.388Z]>,1
@rplp_spfc,1044392364654186497,Directed,Tweets,108,,<[2018-09-25T01:05:18.539Z]>,1
@brigadeiromma,1043915618985148416,Directed,Tweets,109,,"<[2018-09-25T01:05:18.541Z, 2018-09-25T01:07:03.305Z]>",1
@rplp_spfc,@brigadeiromma,Directed,Retweets_from,110,,<[2018-09-25T01:05:18.541Z]>,1
@rplp_spfc,1043915618985148416,Directed,Retweets,111,,<[2018-09-25T01:05:18.541Z]>,1
@omarbatistadem1,1044392364792516610,Directed,Tweets,112,,<[2018-09-25T01:05:18.585Z]>,1
1044392364792516610,http://diarioconquistense.com.br/2017/05/01/ciro-gomes-incorrigivel-25-anos-de-homofobia/,Directed,Has_link,113,,<[2018-09-25T01:05:18.585Z]>,1
@andreandrebt5,1044392365291700224,Directed,Tweets,114,,<[2018-09-25T01:05:18.723Z]>,1
@ciroengomes,1044351697227780096,Directed,Tweets,115,,"<[2018-09-25T01:05:18.724Z, 2018-09-25T01:10:46.062Z]>",1
1044351697227780096,"#ciro12",Directed,Has_hashtag,116,,"<[2018-09-25T01:05:18.724Z, 2018-09-25T01:10:46.062Z]>",1
@andreandrebt5,@ciroengomes,Directed,Retweets_from,117,,<[2018-09-25T01:05:18.724Z]>,1
@andreandrebt5,1044351697227780096,Directed,Retweets,118,,<[2018-09-25T01:05:18.724Z]>,1
@llegendaryprism,1044392367065894912,Directed,Tweets,119,,<[2018-09-25T01:05:19.111Z]>,1
@llegendaryprism,@cirogomes,Directed,Retweets_from,120,,<[2018-09-25T01:05:19.112Z]>,1
@llegendaryprism,1044391150407299072,Directed,Retweets,121,,<[2018-09-25T01:05:19.112Z]>,1
@lucci71,1044392367053312000,Directed,Tweets,122,,<[2018-09-25T01:05:19.129Z]>,1
@geraldoalckmin,1044364122228510720,Directed,Tweets,123,,"<[2018-09-25T01:05:19.129Z, 2018-09-25T01:08:14.334Z, 2018-09-25T01:09:49.767Z]>",1
1044364122228510720,"#pergunteaogeraldo45",Directed,Has_hashtag,124,,"<[2018-09-25T01:05:19.129Z, 2018-09-25T01:08:14.334Z, 2018-09-25T01:09:49.767Z]>",1
1044364122228510720,http://pbs.twimg.com/media/Dn5TCbgWkAAjTE0.jpg,Directed,Has_media,125,,"<[2018-09-25T01:05:19.129Z, 2018-09-25T01:08:14.334Z, 2018-09-25T01:09:49.767Z]>",1
@lucci71,@geraldoalckmin,Directed,Retweets_from,126,,<[2018-09-25T01:05:19.129Z]>,1
@lucci71,1044364122228510720,Directed,Retweets,127,,<[2018-09-25T01:05:19.129Z]>,1
@givepurpwse,1044392371419590656,Directed,Tweets,128,,<[2018-09-25T01:05:20.132Z]>,1
1044392371419590656,http://pbs.twimg.com/amplify_video_thumb/1043926731185410054/img/-kmXrB0EHDsOP3Cs.jpg,Directed,Has_media,129,,<[2018-09-25T01:05:20.132Z]>,1
@cirogomes,1043926798902468609,Directed,Tweets,130,,"<[2018-09-25T01:05:20.133Z, 2018-09-25T01:06:03.913Z, 2018-09-25T01:06:35.826Z, 2018-09-25T01:06:48.510Z, 2018-09-25T01:08:06.928Z, 2018-09-25T01:10:10.624Z, 2018-09-25T01:10:40.108Z]>",1
