Source,Target,Type,Kind,Id,Label,timeset,Weight
@cabodaciolo,1046904758378881025,Directed,Tweets,24,,"<[2018-10-02T11:03:19.600Z, 2018-10-02T11:03:22.685Z, 2018-10-02T11:03:26.252Z, 2018-10-02T11:03:31.618Z, 2018-10-02T11:03:33.474Z, 2018-10-02T11:03:55.790Z, 2018-10-02T11:03:55.791Z, 2018-10-02T11:03:59.085Z, 2018-10-02T11:04:02.295Z, 2018-10-02T11:04:02.600Z, 2018-10-02T11:04:17.413Z, 2018-10-02T11:04:20.449Z, 2018-10-02T11:04:22.432Z, 2018-10-02T11:04:44.886Z, 2018-10-02T11:04:44.887Z, 2018-10-02T11:04:48.113Z, 2018-10-02T11:04:50.965Z, 2018-10-02T11:05:00.793Z, 2018-10-02T11:05:07.846Z, 2018-10-02T11:05:12.727Z, 2018-10-02T11:05:13.513Z, 2018-10-02T11:05:14.887Z, 2018-10-02T11:05:15.559Z, 2018-10-02T11:05:16.798Z, 2018-10-02T11:05:23.838Z, 2018-10-02T11:05:51.582Z, 2018-10-02T11:05:53.731Z, 2018-10-02T11:05:55.577Z, 2018-10-02T11:06:24.175Z, 2018-10-02T11:06:30.421Z, 2018-10-02T11:06:30.514Z, 2018-10-02T11:06:30.765Z, 2018-10-02T11:06:30.949Z, 2018-10-02T11:06:38.986Z, 2018-10-02T11:06:42.008Z, 2018-10-02T11:06:53.660Z, 2018-10-02T11:06:55.332Z, 2018-10-02T11:06:57.274Z, 2018-10-02T11:07:05.972Z, 2018-10-02T11:07:09.885Z, 2018-10-02T11:07:09.937Z, 2018-10-02T11:07:20.215Z, 2018-10-02T11:07:24.194Z, 2018-10-02T11:07:34.297Z, 2018-10-02T11:07:45.371Z, 2018-10-02T11:07:57.594Z, 2018-10-02T11:08:01.583Z, 2018-10-02T11:08:02.753Z, 2018-10-02T11:08:06.199Z, 2018-10-02T11:08:07.901Z, 2018-10-02T11:08:20.549Z, 2018-10-02T11:08:25.254Z, 2018-10-02T11:08:27.999Z, 2018-10-02T11:08:28.791Z, 2018-10-02T11:08:29.005Z, 2018-10-02T11:08:30.581Z, 2018-10-02T11:08:32.999Z, 2018-10-02T11:08:35.426Z, 2018-10-02T11:08:52.147Z, 2018-10-02T11:09:01.167Z, 2018-10-02T15:44:24.813Z, 2018-10-02T15:44:25.332Z, 2018-10-02T15:44:28.690Z, 2018-10-02T15:44:29.146Z, 2018-10-02T15:44:34.408Z, 2018-10-02T15:44:42.642Z, 2018-10-02T15:44:45.802Z, 2018-10-02T15:44:45.976Z, 2018-10-02T15:44:50.913Z, 2018-10-02T15:44:52.507Z, 2018-10-02T15:44:53.077Z, 2018-10-02T15:45:07.047Z, 2018-10-02T15:45:07.501Z, 2018-10-02T15:45:12.324Z, 2018-10-02T15:45:18.176Z, 2018-10-02T15:45:30.269Z, 2018-10-02T15:45:30.936Z, 2018-10-02T15:45:31.869Z, 2018-10-02T15:45:34.918Z, 2018-10-02T15:45:40.360Z, 2018-10-02T15:45:52.600Z, 2018-10-02T15:45:55.051Z, 2018-10-02T15:45:56.142Z, 2018-10-02T15:45:58.977Z, 2018-10-02T15:46:02.551Z, 2018-10-02T15:46:06.083Z, 2018-10-02T15:46:07.216Z, 2018-10-02T15:46:07.463Z, 2018-10-02T15:46:07.492Z, 2018-10-02T15:46:11.714Z, 2018-10-02T15:46:13.284Z, 2018-10-02T15:46:15.288Z, 2018-10-02T15:46:15.635Z, 2018-10-02T15:46:15.986Z, 2018-10-02T15:46:16.725Z, 2018-10-02T15:46:20.214Z, 2018-10-02T15:46:21.839Z, 2018-10-02T15:46:24.769Z, 2018-10-02T15:46:24.794Z, 2018-10-02T15:46:25.358Z, 2018-10-02T15:46:26.032Z, 2018-10-02T15:46:27.375Z, 2018-10-02T15:46:27.597Z, 2018-10-02T15:46:28.947Z, 2018-10-02T15:46:28.980Z, 2018-10-02T15:46:29.608Z, 2018-10-02T15:46:38.141Z, 2018-10-02T15:46:38.366Z, 2018-10-02T15:46:39.516Z, 2018-10-02T15:46:40.453Z, 2018-10-02T15:46:44.860Z, 2018-10-02T15:46:45.994Z, 2018-10-02T15:46:47.147Z, 2018-10-02T15:46:48.336Z, 2018-10-02T15:46:50.836Z, 2018-10-02T15:46:54.628Z, 2018-10-02T15:46:59.429Z, 2018-10-02T15:47:01.935Z, 2018-10-02T15:47:02.735Z, 2018-10-02T15:47:03.502Z, 2018-10-02T15:47:06.780Z, 2018-10-02T15:47:07.679Z, 2018-10-02T15:47:07.859Z, 2018-10-02T15:47:08.356Z, 2018-10-02T15:47:21.827Z, 2018-10-02T15:47:24.091Z, 2018-10-02T15:47:27.749Z, 2018-10-02T15:47:38.470Z, 2018-10-02T15:47:40.697Z, 2018-10-02T15:47:41.685Z, 2018-10-02T15:47:42.499Z, 2018-10-02T15:47:46.180Z, 2018-10-02T15:47:51.381Z, 2018-10-02T15:47:51.740Z, 2018-10-02T15:47:52.920Z, 2018-10-02T15:47:55.032Z, 2018-10-02T15:47:59.963Z, 2018-10-02T15:48:01.819Z, 2018-10-02T15:48:07.405Z, 2018-10-02T15:48:10.396Z, 2018-10-02T15:48:13.283Z, 2018-10-02T15:48:13.899Z, 2018-10-02T15:48:14.155Z, 2018-10-02T15:48:20.645Z, 2018-10-02T15:48:27.200Z, 2018-10-02T15:48:28.460Z, 2018-10-02T15:48:30.369Z, 2018-10-02T15:48:31.131Z, 2018-10-02T15:48:32.300Z, 2018-10-02T15:48:38.149Z, 2018-10-02T15:48:41.648Z, 2018-10-02T15:48:52.686Z, 2018-10-02T15:48:54.622Z, 2018-10-02T15:48:55.110Z, 2018-10-02T15:49:01.218Z, 2018-10-02T15:49:03.567Z, 2018-10-02T15:49:08.347Z, 2018-10-02T15:49:08.864Z, 2018-10-02T15:49:10.711Z, 2018-10-02T15:49:22.819Z, 2018-10-02T15:49:27.804Z, 2018-10-02T15:49:28.341Z, 2018-10-02T15:49:31.322Z, 2018-10-02T15:49:37.643Z]>",1
1046904758378881025,http://pbs.twimg.com/ext_tw_video_thumb/1046904603361579009/pu/img/l8se42zTSAszihFx.jpg,Directed,Has_media,25,,"<[2018-10-02T11:03:19.600Z, 2018-10-02T11:03:22.685Z, 2018-10-02T11:03:26.252Z, 2018-10-02T11:03:31.618Z, 2018-10-02T11:03:33.474Z, 2018-10-02T11:03:55.790Z, 2018-10-02T11:03:55.791Z, 2018-10-02T11:03:59.085Z, 2018-10-02T11:04:02.295Z, 2018-10-02T11:04:02.600Z, 2018-10-02T11:04:17.413Z, 2018-10-02T11:04:20.449Z, 2018-10-02T11:04:22.432Z, 2018-10-02T11:04:44.886Z, 2018-10-02T11:04:44.887Z, 2018-10-02T11:04:48.113Z, 2018-10-02T11:04:50.965Z, 2018-10-02T11:05:00.793Z, 2018-10-02T11:05:07.846Z, 2018-10-02T11:05:12.727Z, 2018-10-02T11:05:13.513Z, 2018-10-02T11:05:14.887Z, 2018-10-02T11:05:15.559Z, 2018-10-02T11:05:16.798Z, 2018-10-02T11:05:23.838Z, 2018-10-02T11:05:51.582Z, 2018-10-02T11:05:53.731Z, 2018-10-02T11:05:55.577Z, 2018-10-02T11:06:24.175Z, 2018-10-02T11:06:30.421Z, 2018-10-02T11:06:30.514Z, 2018-10-02T11:06:30.765Z, 2018-10-02T11:06:30.949Z, 2018-10-02T11:06:38.986Z, 2018-10-02T11:06:42.008Z, 2018-10-02T11:06:53.660Z, 2018-10-02T11:06:55.332Z, 2018-10-02T11:06:57.274Z, 2018-10-02T11:07:05.972Z, 2018-10-02T11:07:09.885Z, 2018-10-02T11:07:09.937Z, 2018-10-02T11:07:20.215Z, 2018-10-02T11:07:24.194Z, 2018-10-02T11:07:34.297Z, 2018-10-02T11:07:45.371Z, 2018-10-02T11:07:57.594Z, 2018-10-02T11:08:01.583Z, 2018-10-02T11:08:02.753Z, 2018-10-02T11:08:06.199Z, 2018-10-02T11:08:07.901Z, 2018-10-02T11:08:20.549Z, 2018-10-02T11:08:25.254Z, 2018-10-02T11:08:27.999Z, 2018-10-02T11:08:28.791Z, 2018-10-02T11:08:29.005Z, 2018-10-02T11:08:30.581Z, 2018-10-02T11:08:32.999Z, 2018-10-02T11:08:35.426Z, 2018-10-02T11:08:52.147Z, 2018-10-02T11:09:01.167Z, 2018-10-02T15:44:24.813Z, 2018-10-02T15:44:25.332Z, 2018-10-02T15:44:28.690Z, 2018-10-02T15:44:29.146Z, 2018-10-02T15:44:34.408Z, 2018-10-02T15:44:42.642Z, 2018-10-02T15:44:45.802Z, 2018-10-02T15:44:45.976Z, 2018-10-02T15:44:50.913Z, 2018-10-02T15:44:52.507Z, 2018-10-02T15:44:53.077Z, 2018-10-02T15:45:07.047Z, 2018-10-02T15:45:07.501Z, 2018-10-02T15:45:12.324Z, 2018-10-02T15:45:18.176Z, 2018-10-02T15:45:30.269Z, 2018-10-02T15:45:30.936Z, 2018-10-02T15:45:31.869Z, 2018-10-02T15:45:34.918Z, 2018-10-02T15:45:40.360Z, 2018-10-02T15:45:52.600Z, 2018-10-02T15:45:55.051Z, 2018-10-02T15:45:56.142Z, 2018-10-02T15:45:58.977Z, 2018-10-02T15:46:02.551Z, 2018-10-02T15:46:06.083Z, 2018-10-02T15:46:07.216Z, 2018-10-02T15:46:07.463Z, 2018-10-02T15:46:07.492Z, 2018-10-02T15:46:11.714Z, 2018-10-02T15:46:13.284Z, 2018-10-02T15:46:15.288Z, 2018-10-02T15:46:15.635Z, 2018-10-02T15:46:15.986Z, 2018-10-02T15:46:16.725Z, 2018-10-02T15:46:20.214Z, 2018-10-02T15:46:21.839Z, 2018-10-02T15:46:24.769Z, 2018-10-02T15:46:24.794Z, 2018-10-02T15:46:25.358Z, 2018-10-02T15:46:26.032Z, 2018-10-02T15:46:27.375Z, 2018-10-02T15:46:27.597Z, 2018-10-02T15:46:28.947Z, 2018-10-02T15:46:28.980Z, 2018-10-02T15:46:29.608Z, 2018-10-02T15:46:38.141Z, 2018-10-02T15:46:38.366Z, 2018-10-02T15:46:39.516Z, 2018-10-02T15:46:40.453Z, 2018-10-02T15:46:44.860Z, 2018-10-02T15:46:45.994Z, 2018-10-02T15:46:47.147Z, 2018-10-02T15:46:48.336Z, 2018-10-02T15:46:50.836Z, 2018-10-02T15:46:54.628Z, 2018-10-02T15:46:59.429Z, 2018-10-02T15:47:01.935Z, 2018-10-02T15:47:02.735Z, 2018-10-02T15:47:03.502Z, 2018-10-02T15:47:06.780Z, 2018-10-02T15:47:07.679Z, 2018-10-02T15:47:07.859Z, 2018-10-02T15:47:08.356Z, 2018-10-02T15:47:21.827Z, 2018-10-02T15:47:24.091Z, 2018-10-02T15:47:27.749Z, 2018-10-02T15:47:38.470Z, 2018-10-02T15:47:40.697Z, 2018-10-02T15:47:41.685Z, 2018-10-02T15:47:42.499Z, 2018-10-02T15:47:46.180Z, 2018-10-02T15:47:51.381Z, 2018-10-02T15:47:51.740Z, 2018-10-02T15:47:52.920Z, 2018-10-02T15:47:55.032Z, 2018-10-02T15:47:59.963Z, 2018-10-02T15:48:01.819Z, 2018-10-02T15:48:07.405Z, 2018-10-02T15:48:10.396Z, 2018-10-02T15:48:13.283Z, 2018-10-02T15:48:13.899Z, 2018-10-02T15:48:14.155Z, 2018-10-02T15:48:20.645Z, 2018-10-02T15:48:27.200Z, 2018-10-02T15:48:28.460Z, 2018-10-02T15:48:30.369Z, 2018-10-02T15:48:31.131Z, 2018-10-02T15:48:32.300Z, 2018-10-02T15:48:38.149Z, 2018-10-02T15:48:41.648Z, 2018-10-02T15:48:52.686Z, 2018-10-02T15:48:54.622Z, 2018-10-02T15:48:55.110Z, 2018-10-02T15:49:01.218Z, 2018-10-02T15:49:03.567Z, 2018-10-02T15:49:08.347Z, 2018-10-02T15:49:08.864Z, 2018-10-02T15:49:10.711Z, 2018-10-02T15:49:22.819Z, 2018-10-02T15:49:27.804Z, 2018-10-02T15:49:28.341Z, 2018-10-02T15:49:31.322Z, 2018-10-02T15:49:37.643Z]>",1
@toiaarantes,@cabodaciolo,Directed,Retweets_from,26,,<[2018-10-02T11:03:19.600Z]>,1
@toiaarantes,1046904758378881025,Directed,Retweets,27,,<[2018-10-02T11:03:19.600Z]>,1
@fabiowilliam,1047079576873185280,Directed,Tweets,28,,<[2018-10-02T11:03:19.803Z]>,1
1047079576873185280,http://pbs.twimg.com/media/DodfwN_XkAEURKu.jpg,Directed,Has_media,29,,<[2018-10-02T11:03:19.803Z]>,1
@delciodranka,1046910728622493696,Directed,Tweets,30,,<[2018-10-02T11:03:19.805Z]>,1
1046910728622493696,http://pbs.twimg.com/media/DodfwN_XkAEURKu.jpg,Directed,Has_media,31,,<[2018-10-02T11:03:19.805Z]>,1
@fabiowilliam,@delciodranka,Directed,Retweets_from,32,,<[2018-10-02T11:03:19.805Z]>,1
@fabiowilliam,1046910728622493696,Directed,Retweets,33,,<[2018-10-02T11:03:19.805Z]>,1
@gabisartor,1047079576768319488,Directed,Tweets,34,,<[2018-10-02T11:03:19.815Z]>,1
@liviaalima,1046949383231741953,Directed,Tweets,35,,<[2018-10-02T11:03:19.816Z]>,1
@gabisartor,@liviaalima,Directed,Retweets_from,36,,<[2018-10-02T11:03:19.816Z]>,1
@gabisartor,1046949383231741953,Directed,Retweets,37,,<[2018-10-02T11:03:19.816Z]>,1
@sana77405225,1047079578919940096,Directed,Tweets,38,,<[2018-10-02T11:03:20.310Z]>,1
@ptokct,1047079578890620929,Directed,Tweets,39,,<[2018-10-02T11:03:20.351Z]>,1
@sccpnana,1046976990790787073,Directed,Tweets,40,,"<[2018-10-02T11:03:20.352Z, 2018-10-02T11:03:45.820Z, 2018-10-02T11:04:41.442Z, 2018-10-02T11:04:42.276Z, 2018-10-02T11:04:47.497Z, 2018-10-02T11:04:57.751Z, 2018-10-02T11:05:14.229Z, 2018-10-02T11:06:44.022Z, 2018-10-02T11:06:51.911Z, 2018-10-02T11:07:35.298Z, 2018-10-02T11:08:03.049Z]>",1
1046976990790787073,"#bolsonaroamordobrasil",Directed,Has_hashtag,41,,"<[2018-10-02T11:03:20.352Z, 2018-10-02T11:03:45.820Z, 2018-10-02T11:04:41.442Z, 2018-10-02T11:04:42.276Z, 2018-10-02T11:04:47.497Z, 2018-10-02T11:04:57.751Z, 2018-10-02T11:05:14.229Z, 2018-10-02T11:06:44.022Z, 2018-10-02T11:06:51.911Z, 2018-10-02T11:07:35.298Z, 2018-10-02T11:08:03.049Z]>",1
1046976990790787073,http://pbs.twimg.com/tweet_video_thumb/DoecBDmXoAIKgCQ.jpg,Directed,Has_media,42,,"<[2018-10-02T11:03:20.352Z, 2018-10-02T11:03:45.820Z, 2018-10-02T11:04:41.442Z, 2018-10-02T11:04:42.276Z, 2018-10-02T11:04:47.497Z, 2018-10-02T11:04:57.751Z, 2018-10-02T11:05:14.229Z, 2018-10-02T11:06:44.022Z, 2018-10-02T11:06:51.911Z, 2018-10-02T11:07:35.298Z, 2018-10-02T11:08:03.049Z]>",1
@ptokct,@sccpnana,Directed,Retweets_from,43,,<[2018-10-02T11:03:20.352Z]>,1
@ptokct,1046976990790787073,Directed,Retweets,44,,<[2018-10-02T11:03:20.352Z]>,1
@vulgodebs,1047079580413177858,Directed,Tweets,45,,<[2018-10-02T11:03:20.950Z]>,1
1047079580413177858,http://pbs.twimg.com/tweet_video_thumb/Dof5UMVXUAAZp8e.jpg,Directed,Has_media,46,,<[2018-10-02T11:03:20.950Z]>,1
@andradevjorge,1047079584326463488,Directed,Tweets,47,,<[2018-10-02T11:03:21.589Z]>,1
@donareginaa,1047074412472782850,Directed,Tweets,48,,"<[2018-10-02T11:03:21.591Z, 2018-10-02T11:03:58.508Z, 2018-10-02T11:04:41.895Z, 2018-10-02T11:05:17.655Z, 2018-10-02T11:05:38.130Z, 2018-10-02T11:05:42.752Z, 2018-10-02T11:05:46.678Z, 2018-10-02T11:06:42.154Z, 2018-10-02T11:06:45.738Z, 2018-10-02T11:06:53.104Z, 2018-10-02T11:07:27.634Z, 2018-10-02T11:08:50.644Z, 2018-10-02T11:09:06.563Z, 2018-10-02T15:44:22.156Z, 2018-10-02T15:44:56.751Z, 2018-10-02T15:46:06.913Z, 2018-10-02T15:46:08.427Z, 2018-10-02T15:47:07.331Z, 2018-10-02T15:48:46.949Z, 2018-10-02T15:49:08.830Z]>",1
1047074412472782850,"#bolsonaroamordobrasil",Directed,Has_hashtag,49,,"<[2018-10-02T11:03:21.591Z, 2018-10-02T11:03:58.508Z, 2018-10-02T11:04:41.895Z, 2018-10-02T11:05:17.655Z, 2018-10-02T11:05:38.130Z, 2018-10-02T11:05:42.752Z, 2018-10-02T11:05:46.678Z, 2018-10-02T11:06:42.154Z, 2018-10-02T11:06:45.738Z, 2018-10-02T11:06:53.104Z, 2018-10-02T11:07:27.634Z, 2018-10-02T11:08:50.644Z, 2018-10-02T11:09:06.563Z, 2018-10-02T15:44:22.156Z, 2018-10-02T15:44:56.751Z, 2018-10-02T15:46:06.913Z, 2018-10-02T15:46:08.427Z, 2018-10-02T15:47:07.331Z, 2018-10-02T15:48:46.949Z, 2018-10-02T15:49:08.830Z]>",1
@andradevjorge,@donareginaa,Directed,Retweets_from,50,,<[2018-10-02T11:03:21.591Z]>,1
@andradevjorge,1047074412472782850,Directed,Retweets,51,,<[2018-10-02T11:03:21.591Z]>,1
@albuquerque_a_a,1047079585756721152,Directed,Tweets,52,,<[2018-10-02T11:03:22.004Z]>,1
1047079585756721152,"#bolsonaroamordobrasil",Directed,Has_hashtag,53,,<[2018-10-02T11:03:22.004Z]>,1
@flaviobolsonaro,1046720331124281344,Directed,Tweets,54,,<[2018-10-02T11:03:22.005Z]>,1
1046720331124281344,https://twitter.com/jairbolsonaro/status/1046571450944098304,Directed,Has_link,55,,<[2018-10-02T11:03:22.005Z]>,1
@albuquerque_a_a,@flaviobolsonaro,Directed,Quotes_from,56,,<[2018-10-02T11:03:22.005Z]>,1
@albuquerque_a_a,1046720331124281344,Directed,Quotes,57,,<[2018-10-02T11:03:22.005Z]>,1
@poxaloy_,1047079588529147904,Directed,Tweets,58,,<[2018-10-02T11:03:22.683Z]>,1
1047079588529147904,@waal_alves,Directed,Has_mention,59,,<[2018-10-02T11:03:22.683Z]>,1
@poxaloy_,@cabodaciolo,Directed,Quotes_from,60,,<[2018-10-02T11:03:22.685Z]>,1
@poxaloy_,1046904758378881025,Directed,Quotes,61,,<[2018-10-02T11:03:22.685Z]>,1
@raquelleaguiar,1047079589200191490,Directed,Tweets,62,,<[2018-10-02T11:03:22.839Z]>,1
@herminioaneto,1047079590068477952,Directed,Tweets,63,,<[2018-10-02T11:03:22.968Z]>,1
@herminioaneto,1046820366675578880,Directed,Tweets,64,,<[2018-10-02T11:03:22.971Z]>,1
1046820366675578880,"#somosbolsonaro17",Directed,Has_hashtag,65,,<[2018-10-02T11:03:22.971Z]>,1
1046820366675578880,https://www.oantagonista.com/brasil/o-datafolha-no-reduto-de-lula/,Directed,Has_link,66,,<[2018-10-02T11:03:22.971Z]>,1
@herminioaneto,@herminioaneto,Directed,Retweets_from,67,,"<[2018-10-02T11:03:22.971Z, 2018-10-02T11:03:28.975Z, 2018-10-02T11:03:38.247Z]>",1
@herminioaneto,1046820366675578880,Directed,Retweets,68,,<[2018-10-02T11:03:22.971Z]>,1
@xicaumhd,1047079590173265921,Directed,Tweets,69,,<[2018-10-02T11:03:23.010Z]>,1
@radfrancisco,1047078679203991552,Directed,Tweets,70,,<[2018-10-02T11:03:23.012Z]>,1
1047078679203991552,https://twitter.com/jairbolsonaro/status/1047073236591235074,Directed,Has_link,71,,<[2018-10-02T11:03:23.012Z]>,1
@jairbolsonaro,1047073236591235074,Directed,Tweets,72,,"<[2018-10-02T11:03:23.016Z, 2018-10-02T11:03:23.018Z, 2018-10-02T11:03:37.316Z, 2018-10-02T11:04:20.184Z, 2018-10-02T11:06:07.127Z, 2018-10-02T11:09:03.672Z, 2018-10-02T15:44:24.039Z, 2018-10-02T15:44:24.040Z, 2018-10-02T15:44:28.339Z, 2018-10-02T15:44:33.907Z, 2018-10-02T15:44:33.908Z, 2018-10-02T15:45:10.017Z, 2018-10-02T15:45:35.775Z, 2018-10-02T15:46:28.675Z, 2018-10-02T15:46:37.981Z, 2018-10-02T15:47:25.802Z, 2018-10-02T15:47:27.866Z, 2018-10-02T15:47:43.899Z, 2018-10-02T15:48:21.544Z, 2018-10-02T15:48:22.757Z, 2018-10-02T15:49:22.728Z, 2018-10-02T15:49:25.132Z]>",1
@radfrancisco,@jairbolsonaro,Directed,Quotes_from,73,,<[2018-10-02T11:03:23.016Z]>,1
@radfrancisco,1047073236591235074,Directed,Quotes,74,,<[2018-10-02T11:03:23.016Z]>,1
@xicaumhd,@radfrancisco,Directed,Retweets_from,75,,<[2018-10-02T11:03:23.012Z]>,1
@xicaumhd,1047078679203991552,Directed,Retweets,76,,<[2018-10-02T11:03:23.012Z]>,1
@xicaumhd,@jairbolsonaro,Directed,Quotes_from,77,,<[2018-10-02T11:03:23.018Z]>,1
@xicaumhd,1047073236591235074,Directed,Quotes,78,,<[2018-10-02T11:03:23.018Z]>,1
@tommiiony,1047079590613725185,Directed,Tweets,79,,<[2018-10-02T11:03:23.088Z]>,1
@rellrybbza,1047079593390350336,Directed,Tweets,80,,<[2018-10-02T11:03:23.814Z]>,1
@guilhermemelha,1047079597387464709,Directed,Tweets,81,,<[2018-10-02T11:03:24.720Z]>,1
1047079597387464709,"#ciropresidente12",Directed,Has_hashtag,82,,<[2018-10-02T11:03:24.720Z]>,1
@douglasmocellin,1046933346796875776,Directed,Tweets,83,,<[2018-10-02T11:03:24.724Z]>,1
1046933346796875776,"#ciropresidente12",Directed,Has_hashtag,84,,<[2018-10-02T11:03:24.724Z]>,1
1046933346796875776,"#ciro12",Directed,Has_hashtag,85,,<[2018-10-02T11:03:24.724Z]>,1
1046933346796875776,"#pocsunidas",Directed,Has_hashtag,86,,<[2018-10-02T11:03:24.724Z]>,1
1046933346796875776,"#votemnociro",Directed,Has_hashtag,87,,<[2018-10-02T11:03:24.724Z]>,1
1046933346796875776,http://pbs.twimg.com/ext_tw_video_thumb/1046932915173646336/pu/img/ZOGnweyrPbSJJk_l.jpg,Directed,Has_media,88,,<[2018-10-02T11:03:24.724Z]>,1
@guilhermemelha,@douglasmocellin,Directed,Retweets_from,89,,<[2018-10-02T11:03:24.724Z]>,1
@guilhermemelha,1046933346796875776,Directed,Retweets,90,,<[2018-10-02T11:03:24.724Z]>,1
@felipeatdc,1047079599304335360,Directed,Tweets,91,,<[2018-10-02T11:03:25.157Z]>,1
@andersonos_,1047079601753731072,Directed,Tweets,92,,<[2018-10-02T11:03:25.859Z]>,1
@blogdopim,1046912676578963456,Directed,Tweets,93,,"<[2018-10-02T11:03:25.860Z, 2018-10-02T11:03:30.087Z, 2018-10-02T11:04:48.233Z, 2018-10-02T11:05:15.772Z, 2018-10-02T11:05:19.958Z, 2018-10-02T11:06:08.688Z, 2018-10-02T11:06:43.679Z, 2018-10-02T11:06:55.628Z, 2018-10-02T11:07:58.297Z, 2018-10-02T11:08:05.626Z, 2018-10-02T11:08:50.887Z, 2018-10-02T15:46:12.130Z, 2018-10-02T15:46:45.200Z, 2018-10-02T15:47:20.198Z, 2018-10-02T15:49:32.268Z]>",1
@andersonos_,@blogdopim,Directed,Retweets_from,94,,<[2018-10-02T11:03:25.860Z]>,1
@andersonos_,1046912676578963456,Directed,Retweets,95,,<[2018-10-02T11:03:25.860Z]>,1
@jandershow33,1047079602357719040,Directed,Tweets,96,,<[2018-10-02T11:03:26.096Z]>,1
@backes1510,1047079603188248576,Directed,Tweets,97,,<[2018-10-02T11:03:26.099Z]>,1
1047079603188248576,"#bolsonaroamordobrasil",Directed,Has_hashtag,98,,<[2018-10-02T11:03:26.099Z]>,1
1047079603188248576,http://pbs.twimg.com/ext_tw_video_thumb/1047074264594169856/pu/img/Qo4NHHQt1dGEoIih.jpg,Directed,Has_media,99,,<[2018-10-02T11:03:26.099Z]>,1
